gene_name	gene_id	transcript_id	cds_start	cds_length	tx_length	cds_end
IGHV3OR15-7	ENSG00000259490.2	ENST00000558565.2	1	359	359	359
TRAV29DV5	ENSG00000211810.3	ENST00000390458.3	112	358	469	469
IGHV2-70D	ENSG00000211974.3	ENST00000390634.3	77	358	434	434
IGLV2-11	ENSG00000211668.2	ENST00000390314.2	43	358	400	400
IGHV2-5	ENSG00000211937.3	ENST00000390597.3	21	358	378	378
IGHV2OR16-5	ENSG00000259303.5	ENST00000567458.2	1	358	358	358
IGHV2-70	ENSG00000274576.2	ENST00000617374.2	1	358	358	358
MCRIP1	ENSG00000225663.8	ENST00000572645.5	153	357	1038	509
MLANA	ENSG00000120215.10	ENST00000381476.5	200	357	791	556
VAMP2	ENSG00000220205.10	ENST00000488857.5	482	357	874	838
MSMB	ENSG00000263639.7	ENST00000663171.1	450	357	920	806
VAMP1	ENSG00000139190.17	ENST00000396308.4	147	357	2736	503
RPL36A-HNRNPH2	ENSG00000257529.5	ENST00000409170.3	33	357	562	389
MTPN	ENSG00000105887.11	ENST00000393085.4	260	357	3782	616
SNRPD2	ENSG00000125743.11	ENST00000588301.5	256	357	702	612
RAMAC	ENSG00000169612.4	ENST00000304191.4	219	357	1565	575
SMIM17	ENSG00000268182.6	ENST00000598409.6	153	357	2543	509
BET1	ENSG00000105829.13	ENST00000222547.8	140	357	1481	496
GRAPL	ENSG00000189152.11	ENST00000344415.9	32	357	1199	388
ATP6V1G1	ENSG00000136888.8	ENST00000374050.4	71	357	1563	427
EIF4EBP1	ENSG00000187840.5	ENST00000338825.5	41	357	827	397
CHCHD1	ENSG00000172586.8	ENST00000372833.6	29	357	850	385
LCE5A	ENSG00000186207.5	ENST00000334269.3	218	357	860	574
LCE1E	ENSG00000186226.9	ENST00000368771.1	173	357	575	529
IGHV3-15	ENSG00000211943.2	ENST00000390603.2	81	357	437	437
IGHV3-73	ENSG00000211976.2	ENST00000390636.2	81	357	437	437
IGHV3-72	ENSG00000225698.4	ENST00000433072.2	81	357	437	437
LCE1F	ENSG00000240386.4	ENST00000334371.4	74	357	726	430
LCE1C	ENSG00000197084.6	ENST00000607093.2	72	357	718	428
IGHV2-26	ENSG00000211951.2	ENST00000390611.2	25	357	381	381
H2BN1	ENSG00000290320.1	ENST00000704639.1	1	357	570	357
LCE1B	ENSG00000196734.9	ENST00000360090.4	477	357	1138	833
RAMACL	ENSG00000235272.3	ENST00000444122.3	202	357	3670	558
C17orf100	ENSG00000256806.6	ENST00000542475.3	153	357	1715	509
IGHV4-61	ENSG00000211970.3	ENST00000390630.3	102	356	457	457
IGHV4-31	ENSG00000231475.3	ENST00000438142.3	73	356	428	428
IGLV1-40	ENSG00000211653.2	ENST00000390299.2	52	356	407	407
ENSG00000285458	ENSG00000285458.1	ENST00000473559.5	665	354	2306	1018
GHRL	ENSG00000157017.16	ENST00000335542.13	872	354	1434	1225
SUPT4H1	ENSG00000213246.7	ENST00000580947.1	187	354	574	540
RPL34	ENSG00000109475.17	ENST00000506397.5	156	354	549	509
C8orf88	ENSG00000253250.3	ENST00000517562.3	152	354	1041	505
UBL3	ENSG00000122042.10	ENST00000380680.5	1080	354	4317	1433
C4orf36	ENSG00000163633.12	ENST00000295898.8	314	354	908	667
GAGE12F	ENSG00000236362.9	ENST00000639028.1	128	354	585	481
GAGE1	ENSG00000205777.19	ENST00000381700.11	117	354	2993	470
GAGE12H	ENSG00000224902.6	ENST00000381722.2	117	354	561	470
GAGE12D	ENSG00000227488.3	ENST00000405679.4	117	354	561	470
GAGE12C	ENSG00000237671.4	ENST00000420398.3	117	354	561	470
GAGE12J	ENSG00000224659.3	ENST00000442437.3	117	354	561	470
GAGE12G	ENSG00000215269.6	ENST00000445148.2	117	354	561	470
GAGE13	ENSG00000274274.2	ENST00000612958.2	117	354	561	470
GAGE12E	ENSG00000216649.5	ENST00000381698.5	117	354	560	470
FXYD7	ENSG00000221946.8	ENST00000588265.1	56	354	636	409
GABARAP	ENSG00000170296.10	ENST00000302386.10	120	354	1319	473
GABARAPL2	ENSG00000034713.8	ENST00000037243.7	109	354	974	462
POLR2J	ENSG00000005075.16	ENST00000292614.10	63	354	937	416
APOC3	ENSG00000110245.12	ENST00000375345.3	63	354	604	416
POLE4	ENSG00000115350.12	ENST00000483063.2	38	354	1097	391
TCEAL8	ENSG00000180964.17	ENST00000372685.8	190	354	1174	543
MED11	ENSG00000161920.11	ENST00000293777.6	63	354	836	416
PI3	ENSG00000124102.5	ENST00000243924.4	22	354	551	375
ENSG00000291312	ENSG00000291312.1	ENST00000706940.1	1	354	354	354
TRGV4	ENSG00000211698.2	ENST00000390345.2	335	354	688	688
TRGV5	ENSG00000211697.4	ENST00000390344.2	199	354	552	552
TRGV2	ENSG00000233306.2	ENST00000426402.2	191	354	544	544
TRGV3	ENSG00000211699.2	ENST00000390346.2	184	354	537	537
IGLV2-8	ENSG00000278196.3	ENST00000620395.2	164	354	517	517
ENSG00000261130	ENSG00000261130.5	ENST00000568766.1	145	354	498	498
TRGV8	ENSG00000211696.2	ENST00000390343.2	115	354	468	468
IGHV3-43	ENSG00000232216.1	ENST00000434710.1	81	354	434	434
IGHV3-64	ENSG00000223648.4	ENST00000454421.2	78	354	431	431
IGLV2-33	ENSG00000211656.3	ENST00000390302.3	59	354	412	412
IGLV1-50	ENSG00000211645.2	ENST00000390291.2	52	354	405	405
IGLV2-18	ENSG00000211664.3	ENST00000390310.3	14	354	367	367
H2AP	ENSG00000187516.7	ENST00000341016.5	62	354	536	415
IGKV1D-8	ENSG00000239819.2	ENST00000471857.2	182	353	534	534
IGHV3-11	ENSG00000211941.3	ENST00000390601.3	121	353	473	473
IGLV1-44	ENSG00000211651.3	ENST00000390297.3	115	353	467	467
IGHV3-23	ENSG00000211949.3	ENST00000390609.3	80	353	432	432
IGHV3-48	ENSG00000211964.3	ENST00000390624.3	80	353	432	432
IGHV4-28	ENSG00000211952.3	ENST00000390612.3	73	353	425	425
IGHV1-2	ENSG00000211934.3	ENST00000390594.3	65	353	417	417
IGHV4-4	ENSG00000276775.1	ENST00000455737.2	65	353	417	417
IGHV3-20	ENSG00000211946.3	ENST00000390606.3	63	353	415	415
IGHV1-58	ENSG00000211968.3	ENST00000390628.3	62	353	414	414
IGHV1-45	ENSG00000211961.3	ENST00000390621.3	59	353	411	411
IGHV1-69D	ENSG00000280411.1	ENST00000624687.1	59	353	411	411
IGHV5-10-1	ENSG00000282651.2	ENST00000632950.2	58	353	410	410
IGHV7-4-1	ENSG00000282122.1	ENST00000631943.1	50	353	402	402
IGHV1-3	ENSG00000211935.3	ENST00000390595.3	43	353	395	395
IGLV1-36	ENSG00000211655.3	ENST00000390301.3	41	353	393	393
IGLV1-51	ENSG00000211644.3	ENST00000390290.3	37	353	389	389
IGKV1D-39	ENSG00000251546.1	ENST00000448155.2	24	353	376	376
IGKV1D-42	ENSG00000211633.3	ENST00000390278.3	21	353	373	373
IGHV1OR15-9	ENSG00000188403.7	ENST00000338912.5	1	353	353	353
IGLV6-57	ENSG00000211640.4	ENST00000390285.4	1	353	353	353
IGKV1OR2-108	ENSG00000231292.6	ENST00000453673.3	1	353	353	353
IGKV1D-37	ENSG00000250036.1	ENST00000509129.1	1	353	353	353
IGHV4OR15-8	ENSG00000259261.2	ENST00000557788.2	1	353	353	353
IGHV3OR16-13	ENSG00000271178.1	ENST00000562905.2	1	353	353	353
IGHV3OR16-12	ENSG00000270467.1	ENST00000570121.2	1	353	353	353
IGHV1OR15-1	ENSG00000270505.1	ENST00000604066.1	1	353	353	353
IGHV1OR21-1	ENSG00000277282.1	ENST00000622028.1	1	353	353	353
ENSG00000278263	ENSG00000278263.2	ENST00000622410.2	1	353	353	353
ENSG00000281179	ENSG00000281179.1	ENST00000630556.1	1	353	353	353
IGHV3-64D	ENSG00000282639.1	ENST00000632099.1	1	353	353	353
IGHV1-69-2	ENSG00000281990.1	ENST00000632209.1	1	353	353	353
TRGV10	ENSG00000211694.2	ENST00000390341.2	160	353	512	512
IGLV10-54	ENSG00000211642.4	ENST00000390287.2	14	352	365	365
PPP1R1C	ENSG00000150722.11	ENST00000280295.7	235	351	1636	585
SPX	ENSG00000134548.11	ENST00000256969.7	178	351	2280	528
DNAJC19	ENSG00000205981.9	ENST00000382564.8	135	351	1416	485
HMGN1	ENSG00000205581.11	ENST00000380747.5	126	351	709	476
GALP	ENSG00000197487.9	ENST00000357330.7	95	351	950	445
TMEM263	ENSG00000151135.10	ENST00000547242.5	411	351	811	761
GAGE2A	ENSG00000189064.9	ENST00000362097.2	117	351	558	467
GAGE10	ENSG00000215274.6	ENST00000407599.4	117	351	558	467
LYNX1	ENSG00000180155.20	ENST00000614491.1	388	351	4708	738
FAM104B	ENSG00000182518.14	ENST00000332132.8	40	351	1067	390
IGLV3-21	ENSG00000211662.2	ENST00000390308.2	252	351	602	602
TMEM262	ENSG00000187066.9	ENST00000530719.6	80	351	509	430
VAMP5	ENSG00000168899.5	ENST00000306384.5	61	351	660	411
DPPA5	ENSG00000203909.4	ENST00000370370.4	52	351	659	402
CDKN2AIPNL	ENSG00000237190.4	ENST00000458198.3	28	351	1228	378
CARTPT	ENSG00000164326.5	ENST00000296777.5	20	351	800	370
MIEN1	ENSG00000141741.12	ENST00000577810.1	16	351	806	366
IGHV1-46	ENSG00000211962.2	ENST00000390622.2	305	351	655	655
IGHV3-74	ENSG00000224650.2	ENST00000424969.2	237	351	587	587
IGKV1D-43	ENSG00000242580.1	ENST00000468879.1	182	351	532	532
IGKV1D-17	ENSG00000242766.1	ENST00000483379.1	182	351	532	532
IGKV1-5	ENSG00000243466.1	ENST00000496168.1	182	351	532	532
SMCP	ENSG00000163206.6	ENST00000368765.4	146	351	770	496
TRGV1	ENSG00000211701.2	ENST00000390348.2	115	351	465	465
SST	ENSG00000157005.4	ENST00000287641.4	104	351	607	454
IGKV1D-33	ENSG00000239975.3	ENST00000390265.2	90	351	440	440
IGHV3-33	ENSG00000211955.2	ENST00000390615.2	81	351	431	431
IGHV3-30	ENSG00000270550.1	ENST00000603660.1	81	351	431	431
IGHV3-7	ENSG00000211938.2	ENST00000390598.2	80	351	430	430
IGHV3-21	ENSG00000211947.2	ENST00000390607.2	80	351	430	430
IGHV3-16	ENSG00000211944.2	ENST00000390604.2	75	351	425	425
IGHV1-69	ENSG00000211973.2	ENST00000390633.2	62	351	412	412
IGHV1-24	ENSG00000211950.2	ENST00000390610.2	61	351	411	411
C11orf86	ENSG00000173237.5	ENST00000683896.1	60	351	1168	410
IGHV1-18	ENSG00000211945.2	ENST00000390605.2	60	351	410	410
IGHV5-51	ENSG00000211966.2	ENST00000390626.2	60	351	410	410
IGKV1-9	ENSG00000241755.1	ENST00000493819.1	59	351	409	409
PRR9	ENSG00000203783.5	ENST00000368744.4	57	351	1222	407
IGLV1-47	ENSG00000211648.2	ENST00000390294.2	57	351	407	407
IGHV7-81	ENSG00000211979.2	ENST00000390639.2	55	351	405	405
IGKV1-37	ENSG00000239862.1	ENST00000465170.1	48	351	398	398
IGKV1-12	ENSG00000243290.3	ENST00000480492.1	48	351	398	398
IGKV1-39	ENSG00000242371.1	ENST00000498574.1	48	351	398	398
IGLV7-46	ENSG00000211649.3	ENST00000390295.3	35	351	385	385
IGLV7-43	ENSG00000211652.2	ENST00000390298.2	35	351	385	385
IGKV1-33	ENSG00000242076.3	ENST00000473726.1	32	351	382	382
IGKV1-27	ENSG00000244575.3	ENST00000498435.1	32	351	382	382
IGKV1-6	ENSG00000239855.1	ENST00000464162.1	30	351	380	380
IGKV1-16	ENSG00000240864.3	ENST00000479981.1	28	351	378	378
IGKV1-17	ENSG00000240382.3	ENST00000490686.1	28	351	378	378
IGKV1D-16	ENSG00000241244.1	ENST00000492446.1	28	351	378	378
IGKV1D-13	ENSG00000276566.1	ENST00000611391.1	26	351	376	376
IGKV1D-12	ENSG00000278857.1	ENST00000377032.5	21	351	371	371
IGHV3-35	ENSG00000211957.2	ENST00000390617.2	16	351	366	366
ENSG00000275063	ENSG00000275063.1	ENST00000618003.1	1	351	351	351
IGHV3-53	ENSG00000211967.3	ENST00000390627.3	222	350	571	571
IGHV4-59	ENSG00000224373.3	ENST00000390629.3	146	350	495	495
TRAV19	ENSG00000211799.3	ENST00000390447.3	118	350	467	467
IGHV3-13	ENSG00000211942.3	ENST00000390602.3	81	350	430	430
TRAV14DV4	ENSG00000211792.2	ENST00000390440.2	76	350	425	425
TRAV38-1	ENSG00000211816.2	ENST00000390464.2	4	350	353	353
IGKV3OR2-268	ENSG00000233999.3	ENST00000421835.2	1	350	350	350
IGHV3OR16-10	ENSG00000233732.5	ENST00000425181.3	1	350	350	350
ERVK3-1	ENSG00000142396.11	ENST00000610038.5	321	349	669	669
TRAV38-2DV8	ENSG00000211817.2	ENST00000390465.2	47	349	395	395
IGHV3OR16-8	ENSG00000271130.1	ENST00000565407.2	1	349	349	349
IGHV3OR16-17	ENSG00000259680.5	ENST00000569103.2	1	349	349	349
PLAC8	ENSG00000145287.11	ENST00000505406.5	503	348	1025	850
NRG4	ENSG00000169752.17	ENST00000394907.8	163	348	3212	510
CCK	ENSG00000187094.12	ENST00000396169.7	885	348	1504	1232
RPS26	ENSG00000197728.11	ENST00000356464.10	403	348	1272	750
COX7A2	ENSG00000112695.13	ENST00000370081.6	312	348	914	659
RPLP2	ENSG00000177600.9	ENST00000321153.9	75	348	462	422
RPL30	ENSG00000156482.11	ENST00000287038.8	71	348	498	418
PCLAF	ENSG00000166803.14	ENST00000558008.3	68	348	766	415
MLN	ENSG00000096395.11	ENST00000430124.7	59	348	558	406
CDK2AP1	ENSG00000111328.7	ENST00000261692.7	239	348	1346	586
POLR2J3	ENSG00000285437.2	ENST00000621093.5	63	348	495	410
PTH	ENSG00000152266.7	ENST00000529816.1	146	348	799	493
MIF	ENSG00000240972.2	ENST00000215754.8	93	348	557	440
GUCA2A	ENSG00000197273.4	ENST00000357001.3	34	348	597	381
CCL14	ENSG00000276409.5	ENST00000614009.1	2408	348	3265	2755
IGKV3-7	ENSG00000243063.1	ENST00000390247.2	98	348	445	445
IGKV3D-20	ENSG00000211625.2	ENST00000390270.2	98	348	445	445
IGHV3-66	ENSG00000211972.2	ENST00000390632.2	80	348	427	427
IGHV3-38	ENSG00000211958.2	ENST00000390618.2	79	348	426	426
IGKV3-20	ENSG00000239951.1	ENST00000492167.1	53	348	400	400
THSD8	ENSG00000284491.3	ENST00000639810.3	4	348	437	351
SDHAF1	ENSG00000205138.4	ENST00000378887.4	88	348	1125	435
HRCT1	ENSG00000196196.3	ENST00000354323.3	87	348	935	434
H2AB2	ENSG00000277858.2	ENST00000354514.6	79	348	591	426
H2AB3	ENSG00000277745.1	ENST00000615853.1	79	348	591	426
H2AB1	ENSG00000274183.2	ENST00000620016.2	79	348	587	426
IGKV3D-11	ENSG00000211632.4	ENST00000390277.3	98	347	444	444
TRBV18	ENSG00000276557.1	ENST00000611520.1	82	347	428	428
TRBV2	ENSG00000226660.2	ENST00000455382.2	75	347	421	421
TRBV12-5	ENSG00000275158.1	ENST00000621184.1	65	347	411	411
TRBV12-3	ENSG00000274752.1	ENST00000620569.1	63	347	409	409
TRBV12-4	ENSG00000276953.1	ENST00000617347.1	60	347	406	406
TRBV14	ENSG00000275743.1	ENST00000617639.1	60	347	406	406
TRBV7-3	ENSG00000211714.3	ENST00000390361.3	51	347	397	397
IGKV3D-15	ENSG00000224041.3	ENST00000417279.3	50	347	396	396
TRBV7-2	ENSG00000282939.1	ENST00000634605.1	48	347	394	394
TRBV7-6	ENSG00000211727.3	ENST00000390374.3	46	347	392	392
TRBV11-3	ENSG00000276597.1	ENST00000611787.1	46	347	392	392
IGLV3-16	ENSG00000211665.3	ENST00000390311.3	39	347	385	385
IGLV3-10	ENSG00000211669.3	ENST00000390315.3	36	347	382	382
TRBV7-1	ENSG00000211707.3	ENST00000547918.2	34	347	380	380
TRDV1	ENSG00000211804.4	ENST00000390452.2	19	347	365	365
TRBV11-1	ENSG00000211720.3	ENST00000390367.3	18	347	364	364
IGLV3-12	ENSG00000211667.3	ENST00000390313.3	10	347	356	356
TRBV7-4	ENSG00000253409.1	ENST00000390369.2	1	347	347	347
TRBV7-7	ENSG00000253291.1	ENST00000390377.1	1	347	347	347
TRBV23-1	ENSG00000211749.1	ENST00000390396.1	1	347	347	347
TRBV7-9	ENSG00000278030.1	ENST00000612787.1	1	347	347	347
TRBV16	ENSG00000275243.1	ENST00000620773.1	1	347	347	347
IGLV3-9	ENSG00000211670.2	ENST00000390316.2	116	346	461	461
IGLV3-1	ENSG00000211673.2	ENST00000390319.2	53	346	398	398
MT-ND3	ENSG00000198840.2	ENST00000361227.2	1	346	346	346
PDZK1IP1	ENSG00000162366.8	ENST00000371885.1	426	345	770	770
COX7A2L	ENSG00000115944.15	ENST00000378669.5	831	345	3056	1175
RPLP1	ENSG00000137818.12	ENST00000260379.11	132	345	1174	476
TCL1A	ENSG00000100721.11	ENST00000554012.5	131	345	1391	475
SH3BGRL	ENSG00000131171.13	ENST00000373212.6	100	345	1764	444
CXCL5	ENSG00000163735.7	ENST00000296027.5	97	345	2436	441
CXCL6	ENSG00000124875.10	ENST00000226317.10	74	345	1537	418
C14orf132	ENSG00000227051.7	ENST00000553782.1	118	345	536	462
PSCA	ENSG00000167653.5	ENST00000301258.5	45	345	982	389
S100A9	ENSG00000163220.11	ENST00000368738.4	44	345	573	388
XCL1	ENSG00000143184.5	ENST00000367818.4	34	345	1227	378
XCL2	ENSG00000143185.4	ENST00000367819.3	34	345	562	378
TRDV2	ENSG00000211821.2	ENST00000390469.2	176	345	520	520
IGKV3-15	ENSG00000244437.1	ENST00000390252.2	98	345	442	442
PYURF	ENSG00000145337.5	ENST00000273968.5	77	345	1311	421
LCE1D	ENSG00000172155.10	ENST00000326233.7	74	345	460	418
IGLV3-22	ENSG00000211661.2	ENST00000390307.2	65	345	409	409
IGKV5-2	ENSG00000211599.2	ENST00000390244.2	64	345	408	408
IGKV1-8	ENSG00000240671.4	ENST00000495489.1	54	345	398	398
IGKV3-11	ENSG00000241351.3	ENST00000483158.1	48	345	392	392
TRBV24-1	ENSG00000211750.2	ENST00000390397.2	37	345	381	381
IGKV6D-41	ENSG00000211626.2	ENST00000390271.2	27	345	371	371
NRARP	ENSG00000198435.4	ENST00000356628.4	344	345	2641	688
TRBV19	ENSG00000211746.3	ENST00000390393.3	209	344	552	552
TRBV4-2	ENSG00000211745.3	ENST00000390392.3	112	344	455	455
TRBV6-2	ENSG00000283063.1	ENST00000634383.1	81	344	424	424
TRBV15	ENSG00000276819.1	ENST00000616518.1	78	344	421	421
TRBV10-1	ENSG00000211717.3	ENST00000390364.3	69	344	412	412
TRBV6-5	ENSG00000211721.2	ENST00000390368.2	67	344	410	410
TRBV6-1	ENSG00000211706.2	ENST00000390353.2	58	344	401	401
TRBV10-2	ENSG00000229769.2	ENST00000426318.2	52	344	395	395
TRBV3-1	ENSG00000237702.2	ENST00000390387.3	48	344	391	391
TRBV6-6	ENSG00000211724.3	ENST00000390371.3	45	344	388	388
TRBV27	ENSG00000211752.3	ENST00000390399.3	44	344	387	387
IGLV3-32	ENSG00000211657.3	ENST00000390303.3	40	344	383	383
TRBV25-1	ENSG00000282499.1	ENST00000390398.3	38	344	381	381
TRBV4-1	ENSG00000211710.3	ENST00000390357.3	30	344	373	373
TRBV10-3	ENSG00000275791.1	ENST00000611462.1	25	344	368	368
TRBV6-4	ENSG00000211713.3	ENST00000390360.3	22	344	365	365
TRBV28	ENSG00000211753.4	ENST00000390400.2	21	344	364	364
TRBV6-7	ENSG00000253188.1	ENST00000390373.2	1	344	344	344
TRBV17	ENSG00000277880.1	ENST00000619103.1	1	344	344	344
TRBV5-1	ENSG00000211734.3	ENST00000390381.3	310	343	652	652
TRBV5-4	ENSG00000230099.2	ENST00000454561.2	202	343	544	544
TRAV3	ENSG00000211777.2	ENST00000390425.2	177	343	519	519
TRAV12-3	ENSG00000211794.3	ENST00000390442.3	57	343	399	399
TRBV9	ENSG00000211716.2	ENST00000390363.2	48	343	390	390
TRBV5-6	ENSG00000211728.2	ENST00000390375.2	42	343	384	384
TRAV10	ENSG00000211784.2	ENST00000390432.2	37	343	379	379
TRBV5-5	ENSG00000211725.3	ENST00000390372.3	8	343	350	350
TRBV5-3	ENSG00000211715.1	ENST00000390362.1	1	343	343	343
TRBV5-7	ENSG00000211731.1	ENST00000390378.1	1	343	343	343
TRAV24	ENSG00000211805.1	ENST00000390453.1	1	343	343	343
ENSG00000285526	ENSG00000285526.1	ENST00000648240.1	600	342	1781	941
PAGE3	ENSG00000204279.8	ENST00000374951.6	380	342	812	721
DYNLT1	ENSG00000146425.11	ENST00000367089.8	36	342	730	377
TAC4	ENSG00000176358.16	ENST00000334568.8	1	342	675	342
EIF1B	ENSG00000114784.4	ENST00000232905.4	236	342	987	577
CCL15	ENSG00000275718.2	ENST00000617897.2	62	342	588	403
PATE2	ENSG00000196844.9	ENST00000358524.8	56	342	1666	397
MT3	ENSG00000087250.9	ENST00000561640.5	47	342	514	388
NDUFA7	ENSG00000267855.6	ENST00000301457.3	18	342	580	359
TMEM256	ENSG00000205544.4	ENST00000302422.4	14	342	446	355
C1orf210	ENSG00000253313.6	ENST00000523677.6	237	342	1486	578
NATD1	ENSG00000274180.1	ENST00000611551.1	147	342	4931	488
DAD1	ENSG00000129562.11	ENST00000250498.9	68	342	684	409
RNF7	ENSG00000114125.14	ENST00000273480.4	45	342	2669	386
NPFF	ENSG00000139574.9	ENST00000267017.4	11	342	440	352
CT83	ENSG00000204019.5	ENST00000371894.5	121	342	517	462
C4orf46	ENSG00000205208.5	ENST00000379205.5	87	342	3366	428
IGKV6D-21	ENSG00000225523.2	ENST00000436451.2	68	342	409	409
IGKV6-21	ENSG00000211611.2	ENST00000390256.2	65	342	406	406
FMC1	ENSG00000164898.13	ENST00000297534.7	49	342	1014	390
PYDC5	ENSG00000289721.1	ENST00000696987.1	2440	342	2781	2781
RTL8B	ENSG00000212747.5	ENST00000391440.3	84	342	2030	425
RTL8C	ENSG00000134590.14	ENST00000257013.9	30	342	1192	371
RTL8A	ENSG00000203950.7	ENST00000370775.3	28	342	1204	369
TRAV8-2	ENSG00000211786.3	ENST00000390434.3	226	341	566	566
TRAV8-6	ENSG00000211795.3	ENST00000390443.3	221	341	561	561
TRAV8-1	ENSG00000211782.2	ENST00000390430.2	133	341	473	473
TRAV8-4	ENSG00000211790.2	ENST00000390438.2	129	341	469	469
TRDV3	ENSG00000256590.2	ENST00000535880.2	85	341	425	425
TRBV6-8	ENSG00000253534.1	ENST00000390376.2	1	341	341	341
TRAV8-3	ENSG00000211787.1	ENST00000390435.1	1	341	341	341
TRAV8-7	ENSG00000211808.3	ENST00000390456.3	1	341	341	341
IGLV2-23	ENSG00000211660.3	ENST00000390306.2	163	340	502	502
TRAV12-2	ENSG00000211789.2	ENST00000390437.2	106	340	445	445
TRAV13-2	ENSG00000211791.2	ENST00000390439.2	71	340	410	410
TRAV36DV7	ENSG00000211815.3	ENST00000390463.3	17	340	356	356
TRAV5	ENSG00000211779.3	ENST00000390427.3	13	340	352	352
TMEM14C	ENSG00000111843.14	ENST00000541412.5	386	339	1177	724
LIN52	ENSG00000205659.12	ENST00000555028.7	20	339	2874	358
HOPX	ENSG00000171476.23	ENST00000554144.5	536	339	1672	874
CNFN	ENSG00000105427.10	ENST00000597255.1	112	339	502	450
FCER1G	ENSG00000158869.11	ENST00000367992.7	44	339	551	382
NREP	ENSG00000134986.14	ENST00000395634.7	193	339	1468	531
FAM32A	ENSG00000105058.12	ENST00000263384.12	34	339	1463	372
ENSG00000257184	ENSG00000257184.3	ENST00000470747.4	359	339	765	697
GUCA2B	ENSG00000044012.4	ENST00000372581.2	42	339	604	380
CLPS	ENSG00000137392.10	ENST00000259938.7	36	339	538	374
CCL27	ENSG00000213927.4	ENST00000259631.5	25	339	417	363
MRPL53	ENSG00000204822.7	ENST00000258105.8	21	339	496	359
UCN2	ENSG00000145040.4	ENST00000273610.4	92	339	1498	430
DMAC1	ENSG00000137038.8	ENST00000358227.5	45	339	2456	383
IGLV3-27	ENSG00000211658.2	ENST00000390304.2	39	339	377	377
KRTAP12-4	ENSG00000212933.1	ENST00000391618.1	46	339	447	384
TRAV9-2	ENSG00000211793.2	ENST00000390441.2	57	338	394	394
TRAV2	ENSG00000211776.2	ENST00000390424.2	11	338	348	348
TRAV9-1	ENSG00000211783.3	ENST00000390431.3	1	338	338	338
TRAV17	ENSG00000211797.2	ENST00000390445.2	148	337	484	484
TRAV20	ENSG00000211800.3	ENST00000390448.3	70	337	406	406
IGLV3-25	ENSG00000211659.2	ENST00000390305.2	44	337	380	380
IGLV3-19	ENSG00000211663.2	ENST00000390309.2	41	337	377	377
TRAV13-1	ENSG00000211788.2	ENST00000390436.2	24	337	360	360
TRAV34	ENSG00000211813.2	ENST00000390461.2	13	337	349	349
TRAV12-1	ENSG00000211785.1	ENST00000390433.1	4	337	340	340
TRAV7	ENSG00000211781.3	ENST00000390429.3	1	337	337	337
TRAV30	ENSG00000259092.1	ENST00000557168.1	1	337	337	337
FXYD6	ENSG00000137726.17	ENST00000529335.6	134	336	708	469
XAGE2	ENSG00000155622.7	ENST00000286049.3	203	336	627	538
PAGE2	ENSG00000234068.7	ENST00000374968.9	95	336	541	430
PAGE2B	ENSG00000238269.9	ENST00000374971.2	94	336	540	429
XAGE3	ENSG00000171402.15	ENST00000346279.4	87	336	512	422
TRPC5OS	ENSG00000204025.8	ENST00000612026.5	685	336	1043	1020
CXCL14	ENSG00000145824.13	ENST00000337225.5	466	336	1971	801
BEX3	ENSG00000166681.14	ENST00000372645.3	328	336	913	663
BEX5	ENSG00000184515.11	ENST00000543160.5	303	336	860	638
RETNLB	ENSG00000163515.7	ENST00000295755.7	226	336	701	561
WFDC12	ENSG00000168703.5	ENST00000372785.3	19	336	775	354
LBH	ENSG00000213626.13	ENST00000401506.1	11	336	485	346
TSTD3	ENSG00000279170.3	ENST00000636394.1	1	336	336	336
DEFB126	ENSG00000125788.6	ENST00000382398.4	40	336	434	375
TRAV21	ENSG00000211801.3	ENST00000390449.3	8	336	343	343
TRAV41	ENSG00000211820.1	ENST00000390468.1	1	336	336	336
TRBV30	ENSG00000237254.2	ENST00000417977.2	113	335	447	447
TRAV18	ENSG00000211798.3	ENST00000390446.3	106	335	440	440
TRBV20-1	ENSG00000211747.3	ENST00000390394.3	79	335	413	413
TRBV29-1	ENSG00000232869.2	ENST00000422143.2	68	335	402	402
